guid_int,type_int,type_txt,discipline_int,discipline_txt,identifier_txt,geometry_type,color,instance_type,ifc_guid,space_id,parent_element,composing_elements,room_id,guid_txt,pcd,match_id,ifc_properties
807,1,Wall,1,ARC,Wall_807,,,aggregate,,,"[115, 115]","[358, 359]",[7],,,"['26kn7MqLL9oOOTivXpg2LS', '2Vw5Ga4Dz31wA6t7ociBOC', '0', '26kn7MqLL9oOOTivXpg2LS', '2Vw5Ga4Dz31wA6t7ociBOC', '1']",
808,1,Wall,1,ARC,Wall_808,,,aggregate,,,"[243, 243]","[694, 695]",[318],,,"['1XD1GHfzD6cunMzxtqLi4o', '0x8tDwgKz4rBhuBSTQ03VY', '1', '1XD1GHfzD6cunMzxtqLi4o', '0x8tDwgKz4rBhuBSTQ03VY', '0']",
809,1,Wall,1,ARC,Wall_809,,,aggregate,,,"[93, 93]","[457, 458]",[7],,,"['26kn7MqLL9oOOTivXpgEI0', '2Vw5Ga4Dz31wA6t7ociBOC', '1', '26kn7MqLL9oOOTivXpgEI0', '2Vw5Ga4Dz31wA6t7ociBOC', '0']",
810,1,Wall,1,ARC,Wall_810,,,aggregate,,,"[243, 243, 243, 243, 243]","[527, 528, 529, 530, 531]",[321],,,"['1XD1GHfzD6cunMzxtqLi4o', '0x8tDwgKz4rBhuBSTQ03Vd', '0', '1XD1GHfzD6cunMzxtqLi4o', '0x8tDwgKz4rBhuBSTQ03Vd', '1', '1XD1GHfzD6cunMzxtqLi4o', '0x8tDwgKz4rBhuBSTQ03Vd', '2', '1XD1GHfzD6cunMzxtqLi4o', '0x8tDwgKz4rBhuBSTQ03Vd', '3', '1XD1GHfzD6cunMzxtqLi4o', '0x8tDwgKz4rBhuBSTQ03Vd', '4']",
811,1,Wall,1,ARC,Wall_811,,,aggregate,,,"[243, 243, 243]","[673, 674, 675]",[7],,,"['1XD1GHfzD6cunMzxtqLi4o', '2Vw5Ga4Dz31wA6t7ociBOC', '0', '1XD1GHfzD6cunMzxtqLi4o', '2Vw5Ga4Dz31wA6t7ociBOC', '1', '1XD1GHfzD6cunMzxtqLi4o', '2Vw5Ga4Dz31wA6t7ociBOC', '2']",
812,1,Wall,1,ARC,Wall_812,,,aggregate,,,"[6, 6]","[744, 743]",[290],,,"['0fo82U50nDWhMj5k9OCN$b', '0x8tDwgKz4rBhuBSTQ03S_', '0', '0fo82U50nDWhMj5k9OCN$b', '0x8tDwgKz4rBhuBSTQ03S_', '1']",
813,1,Wall,1,ARC,Wall_813,,,aggregate,,,"[150, 150]","[705, 706]",[341],,,"['2VuhFQabH3JOql_RiqfURw', '3ieRYLDdzA7A223TPufELI', '1', '2VuhFQabH3JOql_RiqfURw', '3ieRYLDdzA7A223TPufELI', '0']",
814,1,Wall,1,ARC,Wall_814,,,aggregate,,,"[124, 124]","[460, 461]",[339],,,"['2VuhFQabH3JOql_RiqfUSN', '3ieRYLDdzA7A223TPufEMy', '0', '2VuhFQabH3JOql_RiqfUSN', '3ieRYLDdzA7A223TPufEMy', '1']",
815,1,Wall,1,ARC,Wall_815,,,aggregate,,,"[228, 228]","[376, 377]",[332],,,"['2phb4LYfH6ERu7VkkEK4h0', '0x8tDwgKz4rBhuBSTQ03Vr', '1', '2phb4LYfH6ERu7VkkEK4h0', '0x8tDwgKz4rBhuBSTQ03Vr', '0']",
816,1,Wall,1,ARC,Wall_816,,,aggregate,,,"[108, 108]","[371, 372]",[3],,,"['26kn7MqLL9oOOTivXpgC1F', '3ieRYLDdzA7A223TPufEIC', '0', '26kn7MqLL9oOOTivXpgC1F', '3ieRYLDdzA7A223TPufEIC', '1']",
817,1,Wall,1,ARC,Wall_817,,,aggregate,,,"[129, 129, 129]","[754, 755, 756]",[313],,,"['26kn7MqLL9oOOTivXpgDDc', '0x8tDwgKz4rBhuBSTQ03VS', '2', '26kn7MqLL9oOOTivXpgDDc', '0x8tDwgKz4rBhuBSTQ03VS', '1', '26kn7MqLL9oOOTivXpgDDc', '0x8tDwgKz4rBhuBSTQ03VS', '0']",
818,1,Wall,1,ARC,Wall_818,,,aggregate,,,"[67, 67]","[609, 610]",[330],,,"['26kn7MqLL9oOOTivXpgDiH', '0x8tDwgKz4rBhuBSTQ03Vo', '0', '26kn7MqLL9oOOTivXpgDiH', '0x8tDwgKz4rBhuBSTQ03Vo', '1']",
819,1,Wall,1,ARC,Wall_819,,,aggregate,,,"[223, 223, 223]","[699, 700, 701]",[3],,,"['3P6tvjgV9AA81fRmsqfbLY', '3ieRYLDdzA7A223TPufEIC', '0', '3P6tvjgV9AA81fRmsqfbLY', '3ieRYLDdzA7A223TPufEIC', '2', '3P6tvjgV9AA81fRmsqfbLY', '3ieRYLDdzA7A223TPufEIC', '1']",
820,1,Wall,1,ARC,Wall_820,,,aggregate,,,"[68, 68]","[390, 391]",[7],,,"['26kn7MqLL9oOOTivXpgEc8', '2Vw5Ga4Dz31wA6t7ociBOC', '1', '26kn7MqLL9oOOTivXpgEc8', '2Vw5Ga4Dz31wA6t7ociBOC', '0']",
821,1,Wall,1,ARC,Wall_821,,,aggregate,,,"[245, 245]","[640, 639]",[304],,,"['26kn7MqLL9oOOTivXpgF_a', '0x8tDwgKz4rBhuBSTQ03VI', '1', '26kn7MqLL9oOOTivXpgF_a', '0x8tDwgKz4rBhuBSTQ03VI', '0']",
822,1,Wall,1,ARC,Wall_822,,,aggregate,,,"[129, 129]","[645, 646]",[312],,,"['26kn7MqLL9oOOTivXpgDDc', '0x8tDwgKz4rBhuBSTQ03VR', '1', '26kn7MqLL9oOOTivXpgDDc', '0x8tDwgKz4rBhuBSTQ03VR', '0']",
823,1,Wall,1,ARC,Wall_823,,,aggregate,,,"[68, 68]","[393, 394]",[338],,,"['26kn7MqLL9oOOTivXpgEc8', '34s_9XZVj4dvcc98NZ_z89', '0', '26kn7MqLL9oOOTivXpgEc8', '34s_9XZVj4dvcc98NZ_z89', '1']",
824,1,Wall,1,ARC,Wall_824,,,aggregate,,,"[116, 116]","[773, 774]",[314],,,"['26kn7MqLL9oOOTivXpg2dx', '0x8tDwgKz4rBhuBSTQ03VT', '0', '26kn7MqLL9oOOTivXpg2dx', '0x8tDwgKz4rBhuBSTQ03VT', '1']",
825,1,Wall,1,ARC,Wall_825,,,aggregate,,,"[109, 109]","[533, 534]",[314],,,"['26kn7MqLL9oOOTivXpgDcn', '0x8tDwgKz4rBhuBSTQ03VT', '0', '26kn7MqLL9oOOTivXpgDcn', '0x8tDwgKz4rBhuBSTQ03VT', '1']",
826,1,Wall,1,ARC,Wall_826,,,aggregate,,,"[223, 223]","[630, 631]",[288],,,"['3P6tvjgV9AA81fRmsqfbLY', '0x8tDwgKz4rBhuBSTQ03Sy', '0', '3P6tvjgV9AA81fRmsqfbLY', '0x8tDwgKz4rBhuBSTQ03Sy', '1']",
827,1,Wall,1,ARC,Wall_827,,,aggregate,,,"[71, 71]","[666, 667]",[4],,,"['26kn7MqLL9oOOTivXpgDJf', '2Vw5Ga4Dz31wA6t7ociBwO', '0', '26kn7MqLL9oOOTivXpgDJf', '2Vw5Ga4Dz31wA6t7ociBwO', '1']",
828,1,Wall,1,ARC,Wall_828,,,aggregate,,,"[113, 75]","[490, 506]",[335],,,"['26kn7MqLL9oOOTivXpgCW4', '34s_9XZVj4dvcc98NZ_yKB', '0', '26kn7MqLL9oOOTivXpg2uw', '34s_9XZVj4dvcc98NZ_yKB', '0']",
829,1,Wall,1,ARC,Wall_829,,,aggregate,,,"[60, 60]","[362, 363]",[332],,,"['0fo82U50nDWhMj5k9OCNaz', '0x8tDwgKz4rBhuBSTQ03Vr', '1', '0fo82U50nDWhMj5k9OCNaz', '0x8tDwgKz4rBhuBSTQ03Vr', '0']",
830,1,Wall,1,ARC,Wall_830,,,aggregate,,,"[110, 110]","[480, 479]",[335],,,"['26kn7MqLL9oOOTivXpgCQd', '34s_9XZVj4dvcc98NZ_yKB', '0', '26kn7MqLL9oOOTivXpgCQd', '34s_9XZVj4dvcc98NZ_yKB', '1']",
