guid_int,type_int,type_txt,discipline_int,discipline_txt,identifier_txt,geometry_type,color,instance_type,ifc_guid,space_id,parent_element,composing_elements,room_id,guid_txt,pcd,match_id,ifc_properties
246,4,Door,1,ARC,Door_246,occ_brep,,element,2Vw5Ga4Dz31wA6t7ociBWM,,,,[9],,,2Vw5Ga4Dz31wA6t7ociBWM,
247,4,Door,1,ARC,Door_247,occ_brep,,element,3bi2O80fv3wRqMsnODU2r6,,,,"[352, 6]",,,3bi2O80fv3wRqMsnODU2r6,
248,1,Wall,1,ARC,Wall_248,occ_brep,,rewritten,2phb4LYfH6ERu7VkkEK4h0,,,,"[322, 337, 321, 309, 0, 357, 356, 324, 317, 352, 313, 358, 319, 308, 326, 316, 323, 314, 327, 311, 320, 325, 318, 315, 312]",,,2phb4LYfH6ERu7VkkEK4h0,
249,4,Door,1,ARC,Door_249,occ_brep,,element,26kn7MqLL9oOOTivXpgFkL,,,,"[326, 327]",,,26kn7MqLL9oOOTivXpgFkL,
250,4,Door,1,ARC,Door_250,occ_brep,,element,1ZC7lJQ09EL8hArqG14Wvf,,,,"[352, 308]",,,1ZC7lJQ09EL8hArqG14Wvf,
251,4,Door,1,ARC,Door_251,occ_brep,,element,2Vw5Ga4Dz31wA6t7ociBBu,,,,"[336, 334]",,,2Vw5Ga4Dz31wA6t7ociBBu,
252,4,Door,1,ARC,Door_252,occ_brep,,element,2Vw5Ga4Dz31wA6t7oci9Di,,,,"[353, 352]",,,2Vw5Ga4Dz31wA6t7oci9Di,
253,4,Door,1,ARC,Door_253,occ_brep,,element,2Vw5Ga4Dz31wA6t7ociAtt,,,,[5],,,2Vw5Ga4Dz31wA6t7ociAtt,
254,5,Window,1,ARC,Window_254,occ_brep,,element,08Kju84ofEuAMc6WrE1A3C,,,,[],,,08Kju84ofEuAMc6WrE1A3C,
255,5,Window,1,ARC,Window_255,occ_brep,,element,08Kju84ofEuAMc6WrE1A3E,,,,[],,,08Kju84ofEuAMc6WrE1A3E,
256,5,Window,1,ARC,Window_256,occ_brep,,element,08Kju84ofEuAMc6WrE1A3m,,,,[],,,08Kju84ofEuAMc6WrE1A3m,
257,4,Door,1,ARC,Door_257,occ_brep,,element,26kn7MqLL9oOOTivXpg2dP,,,,[5],,,26kn7MqLL9oOOTivXpg2dP,
258,4,Door,1,ARC,Door_258,occ_brep,,element,2VuhFQabH3JOql_RiqfV_f,,,,[9],,,2VuhFQabH3JOql_RiqfV_f,
259,4,Door,1,ARC,Door_259,occ_brep,,element,2Vw5Ga4Dz31wA6t7ociB9U,,,,"[9, 341]",,,2Vw5Ga4Dz31wA6t7ociB9U,
260,4,Door,1,ARC,Door_260,occ_brep,,element,26kn7MqLL9oOOTivXpgDQs,,,,[5],,,26kn7MqLL9oOOTivXpgDQs,
261,4,Door,1,ARC,Door_261,occ_brep,,element,26kn7MqLL9oOOTivXpgDUa,,,,"[5, 6]",,,26kn7MqLL9oOOTivXpgDUa,
262,4,Door,1,ARC,Door_262,occ_brep,,element,2VuhFQabH3JOql_RiqfU5_,,,,[341],,,2VuhFQabH3JOql_RiqfU5_,
263,1,Wall,1,ARC,Wall_263,occ_brep,,rewritten,26kn7MqLL9oOOTivXpgDH8,,,,"[4, 335, 334, 345, 342, 330, 351, 340, 329, 338, 3, 355, 333, 7, 339, 328, 343, 332, 350]",,,26kn7MqLL9oOOTivXpgDH8,
264,1,Wall,1,ARC,Wall_264,occ_brep,,element,2Vw5Ga4Dz31wA6t7ociB6E,,,,"[5, 9]",,,2Vw5Ga4Dz31wA6t7ociB6E,
265,4,Door,1,ARC,Door_265,occ_brep,,element,26kn7MqLL9oOOTivXpgDJG,,,,[341],,,26kn7MqLL9oOOTivXpgDJG,
266,1,Wall,1,ARC,Wall_266,occ_brep,,rewritten,26kn7MqLL9oOOTivXpgF_a,,,,"[337, 321, 324, 323, 341, 320, 326, 344, 0, 322, 327, 325, 357, 356]",,,26kn7MqLL9oOOTivXpgF_a,
267,4,Door,1,ARC,Door_267,occ_brep,,element,26kn7MqLL9oOOTivXpgDtL,,,,[5],,,26kn7MqLL9oOOTivXpgDtL,
268,1,Wall,1,ARC,Wall_268,occ_brep,,rewritten,26kn7MqLL9oOOTivXpgF_N,,,,"[345, 344, 0, 346]",,,26kn7MqLL9oOOTivXpgF_N,
269,4,Door,1,ARC,Door_269,occ_brep,,element,26kn7MqLL9oOOTivXpgF_T,,,,"[0, 326]",,,26kn7MqLL9oOOTivXpgF_T,
270,4,Door,1,ARC,Door_270,occ_brep,,element,26kn7MqLL9oOOTivXpgCVJ,,,,"[351, 330]",,,26kn7MqLL9oOOTivXpgCVJ,
271,5,Window,1,ARC,Window_271,occ_brep,,element,1XD1GHfzD6cunMzxtqLiel,,,,[334],,,1XD1GHfzD6cunMzxtqLiel,
272,4,Door,1,ARC,Door_272,occ_brep,,element,26kn7MqLL9oOOTivXpgDJJ,,,,[341],,,26kn7MqLL9oOOTivXpgDJJ,
273,5,Window,1,ARC,Window_273,occ_brep,,element,34s_9XZVj4dvcc98NZ_zws,,,,[355],,,34s_9XZVj4dvcc98NZ_zws,
274,5,Window,1,ARC,Window_274,occ_brep,,element,1XD1GHfzD6cunMzxtqLilx,,,,[337],,,1XD1GHfzD6cunMzxtqLilx,
275,5,Window,1,ARC,Window_275,occ_brep,,element,39AcnEtunBZuCxNSP5Zgsk,,,,[328],,,39AcnEtunBZuCxNSP5Zgsk,
276,1,Wall,1,ARC,Wall_276,occ_brep,,rewritten,39AcnEtunBZuCxNSP5Zgu2,,,,"[331, 328, 310, 354, 6]",,,39AcnEtunBZuCxNSP5Zgu2,
277,4,Door,1,ARC,Door_277,occ_brep,,element,34s_9XZVj4dvcc98NZ_yJc,,,,"[6, 355]",,,34s_9XZVj4dvcc98NZ_yJc,
278,5,Window,1,ARC,Window_278,occ_brep,,element,39AcnEtunBZuCxNSP5ZhCo,,,,[310],,,39AcnEtunBZuCxNSP5ZhCo,
279,5,Window,1,ARC,Window_279,occ_brep,,element,39AcnEtunBZuCxNSP5ZhDc,,,,[6],,,39AcnEtunBZuCxNSP5ZhDc,
280,5,Window,1,ARC,Window_280,occ_brep,,element,39AcnEtunBZuCxNSP5ZhGe,,,,[326],,,39AcnEtunBZuCxNSP5ZhGe,
281,5,Window,1,ARC,Window_281,occ_brep,,element,39AcnEtunBZuCxNSP5ZhIi,,,,[7],,,39AcnEtunBZuCxNSP5ZhIi,
282,3,Ceiling,1,ARC,Ceiling_282,occ_brep,,rewritten,1T7BPQ_hn69uk5$Jp8cvJ8,,,,[329],,,1T7BPQ_hn69uk5$Jp8cvJ8,
283,5,Window,1,ARC,Window_283,occ_brep,,element,1XD1GHfzD6cunMzxtqLlXj,,,,[339],,,1XD1GHfzD6cunMzxtqLlXj,
284,5,Window,1,ARC,Window_284,occ_brep,,element,1XD1GHfzD6cunMzxtqLlhy,,,,[351],,,1XD1GHfzD6cunMzxtqLlhy,
285,5,Window,1,ARC,Window_285,occ_brep,,element,1XD1GHfzD6cunMzxtqLlg0,,,,[351],,,1XD1GHfzD6cunMzxtqLlg0,
286,5,Window,1,ARC,Window_286,occ_brep,,element,1XD1GHfzD6cunMzxtqLlga,,,,[351],,,1XD1GHfzD6cunMzxtqLlga,
287,5,Window,1,ARC,Window_287,occ_brep,,element,1XD1GHfzD6cunMzxtqLlf6,,,,[350],,,1XD1GHfzD6cunMzxtqLlf6,
288,5,Window,1,ARC,Window_288,occ_brep,,element,1XD1GHfzD6cunMzxtqLleK,,,,[350],,,1XD1GHfzD6cunMzxtqLleK,
289,5,Window,1,ARC,Window_289,occ_brep,,element,1XD1GHfzD6cunMzxtqLlew,,,,[332],,,1XD1GHfzD6cunMzxtqLlew,
290,5,Window,1,ARC,Window_290,occ_brep,,element,1XD1GHfzD6cunMzxtqLlta,,,,[333],,,1XD1GHfzD6cunMzxtqLlta,
291,5,Window,1,ARC,Window_291,occ_brep,,element,1XD1GHfzD6cunMzxtqLls0,,,,[316],,,1XD1GHfzD6cunMzxtqLls0,
292,5,Window,1,ARC,Window_292,occ_brep,,element,1XD1GHfzD6cunMzxtqLlra,,,,[317],,,1XD1GHfzD6cunMzxtqLlra,
293,5,Window,1,ARC,Window_293,occ_brep,,element,1XD1GHfzD6cunMzxtqLlqY,,,,[333],,,1XD1GHfzD6cunMzxtqLlqY,
294,1,Wall,1,ARC,Wall_294,occ_brep,,rewritten,1XD1GHfzD6cunMzxtqLi4o,,,,"[341, 350, 349, 347, 336, 334, 344, 342, 351, 340, 5, 9, 3, 338, 348, 1, 8, 2, 339]",,,1XD1GHfzD6cunMzxtqLi4o,
295,5,Window,1,ARC,Window_295,occ_brep,,element,1XD1GHfzD6cunMzxtqLiE$,,,,[338],,,1XD1GHfzD6cunMzxtqLiE$,
296,5,Window,1,ARC,Window_296,occ_brep,,element,1XD1GHfzD6cunMzxtqLiDX,,,,[335],,,1XD1GHfzD6cunMzxtqLiDX,
297,5,Window,1,ARC,Window_297,occ_brep,,element,1XD1GHfzD6cunMzxtqLiA3,,,,[329],,,1XD1GHfzD6cunMzxtqLiA3,
298,5,Window,1,ARC,Window_298,occ_brep,,element,1XD1GHfzD6cunMzxtqLiMb,,,,[344],,,1XD1GHfzD6cunMzxtqLiMb,
299,5,Window,1,ARC,Window_299,occ_brep,,element,1XD1GHfzD6cunMzxtqLiLn,,,,[344],,,1XD1GHfzD6cunMzxtqLiLn,
300,5,Window,1,ARC,Window_300,occ_brep,,element,1XD1GHfzD6cunMzxtqLiYl,,,,[320],,,1XD1GHfzD6cunMzxtqLiYl,
301,5,Window,1,ARC,Window_301,occ_brep,,element,1XD1GHfzD6cunMzxtqLiYD,,,,[325],,,1XD1GHfzD6cunMzxtqLiYD,
302,5,Window,1,ARC,Window_302,occ_brep,,element,1XD1GHfzD6cunMzxtqLiW7,,,,[323],,,1XD1GHfzD6cunMzxtqLiW7,
303,5,Window,1,ARC,Window_303,occ_brep,,element,1XD1GHfzD6cunMzxtqLiXv,,,,[323],,,1XD1GHfzD6cunMzxtqLiXv,
304,5,Window,1,ARC,Window_304,occ_brep,,element,1XD1GHfzD6cunMzxtqLikL,,,,[319],,,1XD1GHfzD6cunMzxtqLikL,
305,5,Window,1,ARC,Window_305,occ_brep,,element,1XD1GHfzD6cunMzxtqLilB,,,,[356],,,1XD1GHfzD6cunMzxtqLilB,
306,5,Window,1,ARC,Window_306,occ_brep,,element,1XD1GHfzD6cunMzxtqLie7,,,,[358],,,1XD1GHfzD6cunMzxtqLie7,
307,24,Space,6,Rest,Space_307,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Sx,,,,[],,,0x8tDwgKz4rBhuBSTQ03Sx,
308,24,Space,6,Rest,Space_308,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Sy,,,,[],,,0x8tDwgKz4rBhuBSTQ03Sy,
309,24,Space,6,Rest,Space_309,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Sz,,,,[],,,0x8tDwgKz4rBhuBSTQ03Sz,
310,24,Space,6,Rest,Space_310,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03S_,,,,[],,,0x8tDwgKz4rBhuBSTQ03S_,
311,24,Space,6,Rest,Space_311,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03S$,,,,[],,,0x8tDwgKz4rBhuBSTQ03S$,
312,24,Space,6,Rest,Space_312,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03V0,,,,[],,,0x8tDwgKz4rBhuBSTQ03V0,
313,24,Space,6,Rest,Space_313,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03V1,,,,[],,,0x8tDwgKz4rBhuBSTQ03V1,
314,24,Space,6,Rest,Space_314,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03V2,,,,[],,,0x8tDwgKz4rBhuBSTQ03V2,
315,24,Space,6,Rest,Space_315,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03V3,,,,[],,,0x8tDwgKz4rBhuBSTQ03V3,
316,24,Space,6,Rest,Space_316,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03V4,,,,[],,,0x8tDwgKz4rBhuBSTQ03V4,
317,24,Space,6,Rest,Space_317,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03V5,,,,[],,,0x8tDwgKz4rBhuBSTQ03V5,
318,24,Space,6,Rest,Space_318,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03V7,,,,[],,,0x8tDwgKz4rBhuBSTQ03V7,
319,24,Space,6,Rest,Space_319,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03V8,,,,[],,,0x8tDwgKz4rBhuBSTQ03V8,
320,24,Space,6,Rest,Space_320,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VC,,,,[],,,0x8tDwgKz4rBhuBSTQ03VC,
321,24,Space,6,Rest,Space_321,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VD,,,,[],,,0x8tDwgKz4rBhuBSTQ03VD,
322,24,Space,6,Rest,Space_322,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VE,,,,[],,,0x8tDwgKz4rBhuBSTQ03VE,
323,24,Space,6,Rest,Space_323,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VF,,,,[],,,0x8tDwgKz4rBhuBSTQ03VF,
324,24,Space,6,Rest,Space_324,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VI,,,,[],,,0x8tDwgKz4rBhuBSTQ03VI,
325,24,Space,6,Rest,Space_325,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VJ,,,,[],,,0x8tDwgKz4rBhuBSTQ03VJ,
326,24,Space,6,Rest,Space_326,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VK,,,,[],,,0x8tDwgKz4rBhuBSTQ03VK,
327,24,Space,6,Rest,Space_327,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VL,,,,[],,,0x8tDwgKz4rBhuBSTQ03VL,
328,24,Space,6,Rest,Space_328,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VM,,,,[],,,0x8tDwgKz4rBhuBSTQ03VM,
329,24,Space,6,Rest,Space_329,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VN,,,,[],,,0x8tDwgKz4rBhuBSTQ03VN,
330,24,Space,6,Rest,Space_330,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VO,,,,[],,,0x8tDwgKz4rBhuBSTQ03VO,
331,24,Space,6,Rest,Space_331,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VQ,,,,[],,,0x8tDwgKz4rBhuBSTQ03VQ,
332,24,Space,6,Rest,Space_332,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VR,,,,[],,,0x8tDwgKz4rBhuBSTQ03VR,
333,24,Space,6,Rest,Space_333,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VS,,,,[],,,0x8tDwgKz4rBhuBSTQ03VS,
334,24,Space,6,Rest,Space_334,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VT,,,,[],,,0x8tDwgKz4rBhuBSTQ03VT,
335,24,Space,6,Rest,Space_335,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VU,,,,[],,,0x8tDwgKz4rBhuBSTQ03VU,
336,24,Space,6,Rest,Space_336,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VV,,,,[],,,0x8tDwgKz4rBhuBSTQ03VV,
337,24,Space,6,Rest,Space_337,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VX,,,,[],,,0x8tDwgKz4rBhuBSTQ03VX,
338,24,Space,6,Rest,Space_338,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VY,,,,[],,,0x8tDwgKz4rBhuBSTQ03VY,
339,24,Space,6,Rest,Space_339,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03VZ,,,,[],,,0x8tDwgKz4rBhuBSTQ03VZ,
340,24,Space,6,Rest,Space_340,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Va,,,,[],,,0x8tDwgKz4rBhuBSTQ03Va,
341,24,Space,6,Rest,Space_341,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vd,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vd,
342,24,Space,6,Rest,Space_342,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vf,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vf,
343,24,Space,6,Rest,Space_343,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vg,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vg,
344,24,Space,6,Rest,Space_344,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vh,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vh,
345,24,Space,6,Rest,Space_345,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vi,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vi,
346,24,Space,6,Rest,Space_346,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vj,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vj,
347,24,Space,6,Rest,Space_347,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vl,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vl,
348,24,Space,6,Rest,Space_348,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vm,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vm,
349,24,Space,6,Rest,Space_349,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vn,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vn,
350,24,Space,6,Rest,Space_350,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vo,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vo,
351,24,Space,6,Rest,Space_351,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vp,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vp,
352,24,Space,6,Rest,Space_352,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vr,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vr,
353,24,Space,6,Rest,Space_353,occ_brep,,space,0x8tDwgKz4rBhuBSTQ03Vs,,,,[],,,0x8tDwgKz4rBhuBSTQ03Vs,
354,24,Space,6,Rest,Space_354,occ_brep,,space,0x8tDwgKz4rBhuBSTQ0377,,,,[],,,0x8tDwgKz4rBhuBSTQ0377,
355,24,Space,6,Rest,Space_355,occ_brep,,space,34s_9XZVj4dvcc98NZ_yKB,,,,[],,,34s_9XZVj4dvcc98NZ_yKB,
356,24,Space,6,Rest,Space_356,occ_brep,,space,34s_9XZVj4dvcc98NZ_zWR,,,,[],,,34s_9XZVj4dvcc98NZ_zWR,
357,24,Space,6,Rest,Space_357,occ_brep,,space,34s_9XZVj4dvcc98NZ_zXW,,,,[],,,34s_9XZVj4dvcc98NZ_zXW,
358,24,Space,6,Rest,Space_358,occ_brep,,space,34s_9XZVj4dvcc98NZ_z89,,,,[],,,34s_9XZVj4dvcc98NZ_z89,
359,1,Wall,1,ARC,Wall_359,,,face,,,120.0,,[341],,,"['26kn7MqLL9oOOTivXpg2LS', '0x8tDwgKz4rBhuBSTQ03Vd', '0']",
360,1,Wall,1,ARC,Wall_360,,,face,,,276.0,,[331],,,"['39AcnEtunBZuCxNSP5Zgu2', '0x8tDwgKz4rBhuBSTQ03VQ', '0']",
361,1,Wall,1,ARC,Wall_361,,,face,,,116.0,,[1],,,"['26kn7MqLL9oOOTivXpgC1F', '3ieRYLDdzA7A223TPufEJF', '0']",
362,1,Wall,1,ARC,Wall_362,,,face,,,248.0,,[322],,,"['2phb4LYfH6ERu7VkkEK4h0', '0x8tDwgKz4rBhuBSTQ03VE', '0']",
363,1,Wall,1,ARC,Wall_363,,,face,,,248.0,,[337],,,"['2phb4LYfH6ERu7VkkEK4h0', '0x8tDwgKz4rBhuBSTQ03VX', '0']",
364,1,Wall,1,ARC,Wall_364,,,face,,,268.0,,[345],,,"['26kn7MqLL9oOOTivXpgF_N', '0x8tDwgKz4rBhuBSTQ03Vi', '0']",
365,1,Wall,1,ARC,Wall_365,,,face,,,248.0,,[321],,,"['2phb4LYfH6ERu7VkkEK4h0', '0x8tDwgKz4rBhuBSTQ03VD', '0']",
366,1,Wall,1,ARC,Wall_366,,,face,,,248.0,,[309],,,"['2phb4LYfH6ERu7VkkEK4h0', '0x8tDwgKz4rBhuBSTQ03Sz', '0']",
367,3,Ceiling,1,ARC,Ceiling_367,,,rewritten,,,205.0,,[344],,,"['1T7BPQ_hn69uk5$Jp8cvK8', '0x8tDwgKz4rBhuBSTQ03Vh', '0']",
368,1,Wall,1,ARC,Wall_368,,,rewritten,,,116.0,,[6],,,"['26kn7MqLL9oOOTivXpgC1F', '3ieRYLDdzA7A223TPufEIC', '0']",
369,1,Wall,1,ARC,Wall_369,,,rewritten,,,116.0,,[6],,,"['26kn7MqLL9oOOTivXpgC1F', '3ieRYLDdzA7A223TPufEIC', '1']",
370,1,Wall,1,ARC,Wall_370,,,face,,,248.0,,[0],,,"['2phb4LYfH6ERu7VkkEK4h0', '3ieRYLDdzA7A223TPufELQ', '0']",
371,1,Wall,1,ARC,Wall_371,,,face,,,248.0,,[357],,,"['2phb4LYfH6ERu7VkkEK4h0', '34s_9XZVj4dvcc98NZ_zXW', '0']",
372,1,Wall,1,ARC,Wall_372,,,face,,,263.0,,[4],,,"['26kn7MqLL9oOOTivXpgDH8', '3ieRYLDdzA7A223TPufELI', '0']",
373,1,Wall,1,ARC,Wall_373,,,face,,,263.0,,[335],,,"['26kn7MqLL9oOOTivXpgDH8', '0x8tDwgKz4rBhuBSTQ03VU', '0']",
374,1,Wall,1,ARC,Wall_374,,,face,,,116.0,,[5],,,"['26kn7MqLL9oOOTivXpgC1F', '2Vw5Ga4Dz31wA6t7ociBOo', '0']",
375,1,Wall,1,ARC,Wall_375,,,face,,,248.0,,[356],,,"['2phb4LYfH6ERu7VkkEK4h0', '34s_9XZVj4dvcc98NZ_zWR', '0']",
376,1,Wall,1,ARC,Wall_376,,,face,,,97.0,,[327],,,"['26kn7MqLL9oOOTivXpgFkA', '0x8tDwgKz4rBhuBSTQ03VL', '0']",
377,1,Wall,1,ARC,Wall_377,,,face,,,76.0,,[0],,,"['26kn7MqLL9oOOTivXpgF_M', '3ieRYLDdzA7A223TPufELQ', '0']",
378,3,Ceiling,1,ARC,Ceiling_378,,,rewritten,,,210.0,,[7],,,"['1T7BPQ_hn69uk5$Jp8cvBO', '3ieRYLDdzA7A223TPufEMy', '0']",
379,1,Wall,1,ARC,Wall_379,,,face,,,263.0,,[334],,,"['26kn7MqLL9oOOTivXpgDH8', '0x8tDwgKz4rBhuBSTQ03VT', '0']",
380,1,Wall,1,ARC,Wall_380,,,face,,,50.0,,[353],,,"['0fo82U50nDWhMj5k9OCNaz', '0x8tDwgKz4rBhuBSTQ03Vs', '0']",
381,1,Wall,1,ARC,Wall_381,,,face,,,73.0,,[318],,,"['26kn7MqLL9oOOTivXpgEc8', '0x8tDwgKz4rBhuBSTQ03V7', '0']",
382,1,Wall,1,ARC,Wall_382,,,face,,,263.0,,[345],,,"['26kn7MqLL9oOOTivXpgDH8', '0x8tDwgKz4rBhuBSTQ03Vi', '0']",
383,1,Wall,1,ARC,Wall_383,,,face,,,263.0,,[342],,,"['26kn7MqLL9oOOTivXpgDH8', '0x8tDwgKz4rBhuBSTQ03Vf', '0']",
384,1,Wall,1,ARC,Wall_384,,,face,,,248.0,,[324],,,"['2phb4LYfH6ERu7VkkEK4h0', '0x8tDwgKz4rBhuBSTQ03VI', '0']",
385,1,Wall,1,ARC,Wall_385,,,face,,,263.0,,[330],,,"['26kn7MqLL9oOOTivXpgDH8', '0x8tDwgKz4rBhuBSTQ03VO', '0']",
386,1,Wall,1,ARC,Wall_386,,,face,,,248.0,,[317],,,"['2phb4LYfH6ERu7VkkEK4h0', '0x8tDwgKz4rBhuBSTQ03V5', '0']",
387,1,Wall,1,ARC,Wall_387,,,face,,,263.0,,[351],,,"['26kn7MqLL9oOOTivXpgDH8', '0x8tDwgKz4rBhuBSTQ03Vp', '0']",
388,1,Wall,1,ARC,Wall_388,,,face,,,248.0,,[352],,,"['2phb4LYfH6ERu7VkkEK4h0', '0x8tDwgKz4rBhuBSTQ03Vr', '0']",
389,1,Wall,1,ARC,Wall_389,,,face,,,263.0,,[340],,,"['26kn7MqLL9oOOTivXpgDH8', '0x8tDwgKz4rBhuBSTQ03Va', '0']",
390,1,Wall,1,ARC,Wall_390,,,face,,,248.0,,[313],,,"['2phb4LYfH6ERu7VkkEK4h0', '0x8tDwgKz4rBhuBSTQ03V1', '0']",
391,1,Wall,1,ARC,Wall_391,,,face,,,263.0,,[329],,,"['26kn7MqLL9oOOTivXpgDH8', '0x8tDwgKz4rBhuBSTQ03VN', '0']",
392,1,Wall,1,ARC,Wall_392,,,rewritten,,,120.0,,[9],,,"['26kn7MqLL9oOOTivXpg2LS', '2Vw5Ga4Dz31wA6t7ociBOC', '0']",
393,1,Wall,1,ARC,Wall_393,,,rewritten,,,120.0,,[9],,,"['26kn7MqLL9oOOTivXpg2LS', '2Vw5Ga4Dz31wA6t7ociBOC', '1']",
394,1,Wall,1,ARC,Wall_394,,,face,,,35.0,,[352],,,"['3P6tvjgV9AA81fRmsqfbI8', '0x8tDwgKz4rBhuBSTQ03Vr', '0']",
395,3,Ceiling,1,ARC,Ceiling_395,,,face,,,172.0,,[5],,,"['1T7BPQ_hn69uk5$Jp8cvHE', '2Vw5Ga4Dz31wA6t7ociBOo', '0']",
396,1,Wall,1,ARC,Wall_396,,,face,,,76.0,,[326],,,"['26kn7MqLL9oOOTivXpgF_M', '0x8tDwgKz4rBhuBSTQ03VK', '0']",
397,1,Wall,1,ARC,Wall_397,,,face,,,39.0,,[353],,,"['0fo82U50nDWhMj5k9OCN$R', '0x8tDwgKz4rBhuBSTQ03Vs', '0']",
398,1,Wall,1,ARC,Wall_398,,,face,,,276.0,,[328],,,"['39AcnEtunBZuCxNSP5Zgu2', '0x8tDwgKz4rBhuBSTQ03VM', '0']",
399,1,Wall,1,ARC,Wall_399,,,face,,,263.0,,[338],,,"['26kn7MqLL9oOOTivXpgDH8', '0x8tDwgKz4rBhuBSTQ03VY', '0']",
400,1,Wall,1,ARC,Wall_400,,,face,,,268.0,,[344],,,"['26kn7MqLL9oOOTivXpgF_N', '0x8tDwgKz4rBhuBSTQ03Vh', '0']",
401,1,Wall,1,ARC,Wall_401,,,rewritten,,,99.0,,[307],,,"['3P6tvjgV9AA81fRmsqfbHy', '0x8tDwgKz4rBhuBSTQ03Sx', '0']",
402,1,Wall,1,ARC,Wall_402,,,rewritten,,,99.0,,[307],,,"['3P6tvjgV9AA81fRmsqfbHy', '0x8tDwgKz4rBhuBSTQ03Sx', '1']",
403,1,Wall,1,ARC,Wall_403,,,face,,,248.0,,[358],,,"['2phb4LYfH6ERu7VkkEK4h0', '34s_9XZVj4dvcc98NZ_z89', '0']",
404,1,Wall,1,ARC,Wall_404,,,face,,,248.0,,[319],,,"['2phb4LYfH6ERu7VkkEK4h0', '0x8tDwgKz4rBhuBSTQ03V8', '0']",
405,3,Ceiling,1,ARC,Ceiling_405,,,rewritten,,,210.0,,[344],,,"['1T7BPQ_hn69uk5$Jp8cvBO', '0x8tDwgKz4rBhuBSTQ03Vh', '0']",
406,1,Wall,1,ARC,Wall_406,,,face,,,276.0,,[310],,,"['39AcnEtunBZuCxNSP5Zgu2', '0x8tDwgKz4rBhuBSTQ03S_', '0']",
407,1,Wall,1,ARC,Wall_407,,,face,,,73.0,,[5],,,"['26kn7MqLL9oOOTivXpgEc8', '2Vw5Ga4Dz31wA6t7ociBOo', '0']",
